Vehicle Name,Livery Name,Primary Hex (Web RGB),Crew Code(s),R,G,B,Color Effect/Family,Paint Chip,Preview Image,Notes,Group ID,Vehicle Model ID,Livery  Group ID,Reference Sources
Rogue,Rogue Racer,#C0BEC0,,192,190,192,Gray,c0bec0.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,rogue,,
Rogue,Red Devil,#DEDFDE,,222,223,222,White,dedfde.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,rogue,,
Rogue,Fighter,#C3C3C3,,195,195,195,Gray,c3c3c3.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,rogue,,
Rogue,Fighter,#101110,,16,17,16,Black,101110.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,rogue,,
Ruiner,Triple Red Stripes,#A50000,,165,0,0,Red,a50000.png,(no preview),,Livery,ruiner,,
Ruiner,Twin White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,ruiner,,
Ruiner,Twin Black Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,ruiner,,
Ruiner,Twin Red Stripes,#A50000,,165,0,0,Red,a50000.png,(no preview),,Livery,ruiner,,
Ruiner,Dual White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,ruiner,,
Ruiner,Dual Black Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,ruiner,,
Ruiner,Dual Red Stripes,#A50000,,165,0,0,Red,a50000.png,(no preview),,Livery,ruiner,,
Ruiner,Black Two Tone,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,ruiner,,
Ruiner,Triple Black Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,ruiner,,
Ruiner,Triple White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,ruiner,,
S80RR,Racing Numbers,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,s80,,
S80RR,Debonaire,#E99755,,233,151,85,Orange,e99755.png,(no preview),,Livery,s80,,
S80RR,Debonaire,#5D1F7E,,93,31,126,Purple,5d1f7e.png,(no preview),,Livery,s80,,
S80RR,Dusche Gold,#FF7F00,,255,127,0,Orange,ff7f00.png,(no preview),,Livery,s80,,
S80RR,Jackal Racing,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,s80,,
S80RR,Jackal Racing,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,s80,,
S80RR,Racing Numbers,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,s80,,
S80RR,eCola,#134C9F,,19,76,159,Blue,134c9f.png,(no preview),,Livery,s80,,
S80RR,eCola,#A50000,,165,0,0,Red,a50000.png,(no preview),,Livery,s80,,
S80RR,Debonaire,#656765,,101,103,101,Gray,656765.png,(no preview),,Livery,s80,,
S80RR,Dusche Gold,#E4D9CE,,228,217,206,,e4d9ce.png,(no preview),,Livery,s80,,
S80RR,AKAN Records,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,s80,,
S80RR,Redwood Cigarettes,#C5A568,,197,165,104,Gold,c5a568.png,(no preview),,Livery,s80,,
S80RR,Redwood Cigarettes,#8C070E,,140,7,14,Red,8c070e.png,(no preview),,Livery,s80,,
S80RR,Annis Racing,#161416,,22,20,22,Black,161416.png,(no preview),,Livery,s80,,
S80RR,Chepalle,#F4D708,,244,215,8,Yellow,f4d708.png,(no preview),,Livery,s80,,
S80RR,Jakey's Lager,#D3BE79,,211,190,121,Cream,d3be79.png,(no preview),,Livery,s80,,
S80RR,Jakey's Lager,#0B0F4A,,11,15,74,Blue,0b0f4a.png,(no preview),,Livery,s80,,
S80RR,eCola,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,s80,,
S80RR,AKAN Records,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,s80,,
S80RR,Chepalle,#008E42,,0,142,66,Green,008e42.png,(no preview),,Livery,s80,,
Savestra,The 'Savestra',#000000,,0,0,0,Black,000000.png,(no preview),,Livery,savestra,,
Savestra,Annis,#B01521,,176,21,33,Red,b01521.png,(no preview),,Livery,savestra,,
Savestra,White Stripe,#F7F6D6,,247,246,214,White,f7f6d6.png,(no preview),,Livery,savestra,,
Savestra,Annis,#1E1D1E,,30,29,30,Dark Gray,1e1d1e.png,(no preview),,Livery,savestra,,
Savestra,Classic Racing Livery,#2E5934,,46,89,52,Green,2e5934.png,(no preview),,Livery,savestra,,
Savestra,Olympian,#158542,,21,133,66,Green,158542.png,(no preview),,Livery,savestra,,
Savestra,Spenders,#343334,,52,51,52,Gray,343334.png,(no preview),,Livery,savestra,,
Savestra,Spenders,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,savestra,,
Savestra,Estancia,#1B1B1B,,27,27,27,Black,1b1b1b.png,(no preview),,Livery,savestra,,
Savestra,Estancia,#B2B3B2,,178,179,178,Gray,b2b3b2.png,(no preview),,Livery,savestra,,
Savestra,Estancia,#CEAE55,,206,174,85,Yellow,ceae55.png,(no preview),,Livery,savestra,,
Savestra,Yellow Stripe,#FFF855,,255,248,85,Yellow,fff855.png,(no preview),,Livery,savestra,,
Savestra,Spenders Alternate,#BD2D1B,,189,45,27,Red,bd2d1b.png,(no preview),,Livery,savestra,,
Savestra,Spenders Alternate,#343434,,52,52,52,Gray,343434.png,(no preview),,Livery,savestra,,
Savestra,Deludamol,#3699C3,,54,153,195,Blue,3699c3.png,(no preview),,Livery,savestra,,
Savestra,Estancia,#F4EBC3,,244,235,195,White,f4ebc3.png,(no preview),,Livery,savestra,,
Schlagen GT,Cherenkov Blue,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,schlagen,,
Schlagen GT,Red Stripes,#FF0000,,255,0,0,Red,ff0000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Love Muscle,#CB2026,,203,32,38,Red,cb2026.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#000000,,0,0,0,,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#686118,,104,97,24,,686118.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#C3B52C,,195,181,44,,c3b52c.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#D6CA47,,214,202,71,,d6ca47.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#EAE39F,,234,227,159,,eae39f.png,(no preview),,Livery,schlagen,,
Schlagen GT,Mosaic Splash,#F7F6DE,,247,246,222,,f7f6de.png,(no preview),,Livery,schlagen,,
Schlagen GT,White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Blue,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Orange,#A5A6A5,,165,166,165,,a5a6a5.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Purple,#4F1B52,,79,27,82,,4f1b52.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Purple,#AD3CB8,,173,60,184,,ad3cb8.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Purple,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Purple,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Blue,#13395D,,19,57,93,,13395d.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Blue,#A5A6A5,,165,166,165,,a5a6a5.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Blue,#ADAEAD,,173,174,173,,adaead.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Blue,#4789B0,,71,137,176,,4789b0.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Blue,#5797BB,,87,151,187,,5797bb.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Blue,#CB2026,,203,32,38,Red,cb2026.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Orange,#ADAEAD,,173,174,173,,adaead.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Purple,#CE71CE,,206,113,206,,ce71ce.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Orange,#E98226,,233,130,38,,e98226.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Orange,#CB2026,,203,32,38,Red,cb2026.png,(no preview),,Livery,schlagen,,
Schlagen GT,Red Abstract,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Red Abstract,#F20021,,242,0,33,Red,f20021.png,(no preview),,Livery,schlagen,,
Schlagen GT,Red Abstract,#A5A5A5,,165,165,165,Gray,a5a5a5.png,(no preview),,Livery,schlagen,,
Schlagen GT,Red Abstract,#F700A5,,247,0,165,Pink,f700a5.png,(no preview),,Livery,schlagen,,
Schlagen GT,Blue Abstract,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Blue Abstract,#0074F2,,0,116,242,Blue,0074f2.png,(no preview),,Livery,schlagen,,
Schlagen GT,Blue Abstract,#5DFF4A,,93,255,74,Green,5dff4a.png,(no preview),,Livery,schlagen,,
Schlagen GT,Blue Abstract,#00EAF4,,0,234,244,Cyan,00eaf4.png,(no preview),,Livery,schlagen,,
Schlagen GT,Love Muscle,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Blue,#296CB0,,41,108,176,,296cb0.png,(no preview),,Livery,schlagen,,
Schlagen GT,Cherenkov Blue,#3F89D3,,63,137,211,,3f89d3.png,(no preview),,Livery,schlagen,,
Schlagen GT,Rimm Paint Orange,#E17516,,225,117,22,,e17516.png,(no preview),,Livery,schlagen,,
Scramjet,Neon Racer,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,scramjet,,
Scramjet,Racing Stripes,#E47600,,228,118,0,Orange,e47600.png,(no preview),,Livery,scramjet,,
Scramjet,Princess Robot Bubblegum,#D686FF,,214,134,255,,d686ff.png,(no preview),,Livery,scramjet,,
Scramjet,Neon Racer,#0072BD,,0,114,189,Blue,0072bd.png,(no preview),,Livery,scramjet,,
Scramjet,Racing Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,scramjet,,
Scramjet,Speeder,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,scramjet,,
Scramjet,Republican Space Rangers,#3C7F94,,60,127,148,,3c7f94.png,(no preview),,Livery,scramjet,,
Scramjet,Blue Pinstripes,#CEAF00,,206,175,0,Yellow,ceaf00.png,(no preview),,Livery,scramjet,,
Scramjet,Blue Pinstripes,#2C8FFF,,44,143,255,Blue,2c8fff.png,(no preview),,Livery,scramjet,,
Scramjet,Red Pinstripes,#C0C0C0,,192,192,192,Gray,c0c0c0.png,(no preview),,Livery,scramjet,,
Scramjet,Red Pinstripes,#990000,,153,0,0,Red,990000.png,(no preview),,Livery,scramjet,,
Scramjet,Go Faster Flames,#262726,,38,39,38,,262726.png,(no preview),,Livery,scramjet,,
Scramjet,Classic Flames,#C60000,,198,0,0,Red,c60000.png,(no preview),,Livery,scramjet,,
Scramjet,Classic Flames,#DE8500,,222,133,0,Orange,de8500.png,(no preview),,Livery,scramjet,,
Scramjet,Impotent Rage,#D9609F,,217,96,159,Logo Pink,d9609f.png,(no preview),,Livery,scramjet,,
Scramjet,Princess Robot Bubblegum,#24099F,,36,9,159,,24099f.png,(no preview),,Livery,scramjet,,
Scramjet,Republican Space Rangers,#B0EA7E,,176,234,126,,b0ea7e.png,(no preview),,Livery,scramjet,,
Scramjet,Republican Space Rangers,#5DA197,,93,161,151,,5da197.png,(no preview),,Livery,scramjet,,
Scramjet,Princess Robot Bubblegum,#FFDAC0,,255,218,192,,ffdac0.png,(no preview),,Livery,scramjet,,
Scramjet,Princess Robot Bubblegum,#EC91FF,,236,145,255,,ec91ff.png,(no preview),,Livery,scramjet,,
Scramjet,Speeder,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,scramjet,,
Scramjet,Princess Robot Bubblegum,#D34973,,211,73,115,,d34973.png,(no preview),,Livery,scramjet,,
Scramjet,Republican Space Rangers,#CBFE68,,203,254,104,,cbfe68.png,(no preview),,Livery,scramjet,,
Seabreeze,Seaways Orange,#FFAA00,,255,170,0,Orange,ffaa00.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Red,#EF4100,,239,65,0,Red,ef4100.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Red,#000FFF,,0,15,255,Blue,000fff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Blue,#00ADEF,,0,173,239,Blue,00adef.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Red,#1E82F7,,30,130,247,Light Blue,1e82f7.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Seaways Blue,#0054FF,,0,84,255,Blue,0054ff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Seaways Blue,#FF0000,,255,0,0,Red,ff0000.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Blue,#576270,,87,98,112,Gray,576270.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Blue,#1E82F7,,30,130,247,Blue,1e82f7.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Seaways Orange,#00FFFF,,0,255,255,Cyan,00ffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Blue,#36E2EF,,54,226,239,Cyan,36e2ef.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Red,#F7931E,,247,147,30,Orange,f7931e.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Red,#EF4136,,239,65,54,Red,ef4136.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Shooting Star Yellow,#FFC600,,255,198,0,Yellow,ffc600.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Shooting Star Yellow,#4241FA,,66,65,250,Blue,4241fa.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Blue,#F7931E,,247,147,30,Orange,f7931e.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Wave Rider Blue,#FFF200,,255,242,0,Yellow,fff200.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Shooting Star Blue,#FAAF3F,,250,175,63,Orange,faaf3f.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Shooting Star Blue,#00A2FF,,0,162,255,Blue,00a2ff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seabreeze,Sunseeker Red,#706657,,112,102,87,Brown/Gray,706657.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,seabreeze,,
Seminole Frontier,Canis Tri-Tone,#4D331E,,77,51,30,,4d331e.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#5A3B1E,,90,59,30,,5a3b1e.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#5D3D26,,93,61,38,,5d3d26.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#341F13,,52,31,19,,341f13.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#2C1C10,,44,28,16,,2c1c10.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#3C2616,,60,38,22,,3c2616.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#63513A,,99,81,58,,63513a.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#3A2D21,,58,45,33,,3a2d21.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#503F29,,80,63,41,,503f29.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#6B4D31,,107,77,49,,6b4d31.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#793E1B,,121,62,27,,793e1b.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#5A3D29,,90,61,41,,5a3d29.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#FACA21,,250,202,33,Yellow,faca21.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#F73700,,247,55,0,Orange,f73700.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#341A08,,52,26,8,Brown,341a08.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#9A5200,,154,82,0,Yellow,9a5200.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#9F2F00,,159,47,0,Orange,9f2f00.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#650000,,101,0,0,Red,650000.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#293326,,41,51,38,,293326.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#6E4A24,,110,74,36,,6e4a24.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#AAA16E,,170,161,110,Light Brown,aaa16e.png,(no preview),,Livery,seminole2,,
Seminole Frontier,Canis Tri-Tone,#452B1B,,69,43,27,,452b1b.png,(no preview),,Livery,seminole2,,
Sentinel Classic,Rockstar Games,#FFAB00,,255,171,0,Orange,ffab00.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,2D Relationship,#00CF91,,0,207,145,,00cf91.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,2D Relationship,#4AEE4F,,74,238,79,Green,4aee4f.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Fukaru Warrior,#454645,,69,70,69,Gray,454645.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Fukaru Warrior,#555455,,85,84,85,Light Gray,555455.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Fukaru Warrior,#FA0405,,250,4,5,Red,fa0405.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Drift Predator,#FF0705,,255,7,5,Red,ff0705.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Rockstar Games,#002D73,,0,45,115,Blue,002d73.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Scene-Kid,#EF01FF,,239,1,255,Magenta,ef01ff.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Xero to Hero,#DE0000,,222,0,0,Red,de0000.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Xero to Hero,#00ABD1,,0,171,209,Blue,00abd1.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Dusche Rally,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Scene-Kid,#00CEFF,,0,206,255,Cyan,00ceff.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Scene-Kid,#08FF5D,,8,255,93,Green,08ff5d.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Scene-Kid,#EFF691,,239,246,145,Yellow,eff691.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Scene-Kid,#3151DE,,49,81,222,Blue,3151de.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Ron Racer,#FF7500,,255,117,0,Orange,ff7500.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Ron Racer,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftsentinel,,
Sentinel Classic,Fukaru Warrior,#313331,,49,51,49,Dark Gray,313331.png,(no preview),,Livery,driftsentinel,,
Stafford,Oh Enus!,#6BCADE,,107,202,222,Light Blue,6bcade.png,(no preview),,Livery,stafford,,
Stafford,Gothic Decor,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,stafford,,
Stafford,Neoclassical,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,stafford,,
Stafford,Baroque,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,stafford,,
Stafford,Radials,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,stafford,,
Stafford,Blue Flames,#55F3C9,,85,243,201,Cyan,55f3c9.png,(no preview),,Livery,stafford,,
Stafford,Blue Flames,#006CD9,,0,108,217,Blue,006cd9.png,(no preview),,Livery,stafford,,
Stafford,Flames,#F46D57,,244,109,87,Orange,f46d57.png,(no preview),,Livery,stafford,,
Stafford,For Queen and Country,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stafford,,
Stafford,For Queen and Country,#C00000,,192,0,0,Red,c00000.png,(no preview),,Livery,stafford,,
Stafford,For Queen and Country,#000C6B,,0,12,107,Blue,000c6b.png,(no preview),,Livery,stafford,,
Stafford,Oh Enus!,#7E1C00,,126,28,0,Red,7e1c00.png,(no preview),,Livery,stafford,,
Stafford,Rusty Enus,#653F31,,101,63,49,,653f31.png,(no preview),,Livery,stafford,,
Stafford,Oh Enus!,#C09D00,,192,157,0,Yellow,c09d00.png,(no preview),,Livery,stafford,,
Stafford,Flames,#DBC800,,219,200,0,Yellow,dbc800.png,(no preview),,Livery,stafford,,
Stafford,Oh Enus!,#CE5939,,206,89,57,Orange,ce5939.png,(no preview),,Livery,stafford,,
Stafford,Flames,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stafford,,
Stafford,Rusty Enus,#50321E,,80,50,30,,50321e.png,(no preview),,Livery,stafford,,
Stafford,Rusty Enus,#524539,,82,69,57,,524539.png,(no preview),,Livery,stafford,,
Stafford,Oh Enus!,#104D8C,,16,77,140,Blue Outline,104d8c.png,(no preview),,Livery,stafford,,
Stafford,Rusty Enus,#583324,,88,51,36,,583324.png,(no preview),,Livery,stafford,,
Stryder,Orange Stripe,#F4973A,,244,151,58,Orange,f4973a.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#243B84,,36,59,132,Blue,243b84.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#D0231E,,208,35,30,Red,d0231e.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFF0DB,,255,240,219,,fff0db.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#37C121,,55,193,33,Green,37c121.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFEC31,,255,236,49,Yellow,ffec31.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#E40000,,228,0,0,Red,e40000.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#A7C6C8,,167,198,200,,a7c6c8.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#818081,,129,128,129,,818081.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFF0D9,,255,240,217,,fff0d9.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FF9AA2,,255,154,162,,ff9aa2.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#D93363,,217,51,99,,d93363.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#702765,,112,39,101,,702765.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#08518C,,8,81,140,,08518c.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#3A90AF,,58,144,175,,3a90af.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#032689,,3,38,137,Blue,032689.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#84D037,,132,208,55,Green,84d037.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#CE6131,,206,97,49,Orange,ce6131.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFCE00,,255,206,0,Yellow,ffce00.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FF8000,,255,128,0,Orange,ff8000.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#DBF619,,219,246,25,Yellow,dbf619.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#630073,,99,0,115,Purple,630073.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#213ABA,,33,58,186,,213aba.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#1000AD,,16,0,173,Blue,1000ad.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FF0700,,255,7,0,Red,ff0700.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#EF0C0B,,239,12,11,Red,ef0c0b.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FF5508,,255,85,8,Orange,ff5508.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#E40000,,228,0,0,Red,e40000.png,(no preview),,Livery,stryder,,
Stryder,Orange Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,stryder,,
Sugoi,Red Stripes,#0E6460,,14,100,96,Dark Green,0e6460.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#2CFA3F,,44,250,63,Green,2cfa3f.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#D00170,,208,1,112,Pink,d00170.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#EF376E,,239,55,110,Pink,ef376e.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#FCC919,,252,201,25,Yellow,fcc919.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#F77947,,247,121,71,Orange,f77947.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#FF261B,,255,38,27,'Narc' Red,ff261b.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#D30000,,211,0,0,Red,d30000.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#9F7B2C,,159,123,44,Yellow,9f7b2c.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#58A319,,88,163,25,'29' Green,58a319.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#FFAA3A,,255,170,58,Orange,ffaa3a.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#E6CE31,,230,206,49,Yellow,e6ce31.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#FF0000,,255,0,0,Red,ff0000.png,(no preview),,Livery,sugoi,,
Sugoi,Red Stripes,#2C78C5,,44,120,197,Light Blue,2c78c5.png,(no preview),,Livery,sugoi,,
